idna_subject,checker_type,destination,source,tested_at
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.ch,/home/travis/build/PyFunceble/ci_test/meetrics.ch,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.de,/home/travis/build/PyFunceble/ci_test/meetrics.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,meetrics.org,/home/travis/build/PyFunceble/ci_test/meetrics.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,microsoft.de,/home/travis/build/PyFunceble/ci_test/microsoft.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,mouseflow.com,/home/travis/build/PyFunceble/ci_test/mouseflow.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,mparticle.com,/home/travis/build/PyFunceble/ci_test/mparticle.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,mypdns.org,/home/travis/build/PyFunceble/ci_test/mypdns.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,opinionstage.com,/home/travis/build/PyFunceble/ci_test/opinionstage.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,pi-hole.net,/home/travis/build/PyFunceble/ci_test/pi-hole.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,pi-hole.net,/home/travis/build/PyFunceble/ci_test/pi-hole.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,pi-hole.net,/home/travis/build/PyFunceble/ci_test/pi-hole.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,pi-hole.net,/home/travis/build/PyFunceble/ci_test/pi-hole.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,pi-hole.net,/home/travis/build/PyFunceble/ci_test/pi-hole.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,play-bow.net,/home/travis/build/PyFunceble/ci_test/play-bow.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,play-bow.net,/home/travis/build/PyFunceble/ci_test/play-bow.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,play-bow.net,/home/travis/build/PyFunceble/ci_test/play-bow.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,play-bow.net,/home/travis/build/PyFunceble/ci_test/play-bow.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,play-bow.net,/home/travis/build/PyFunceble/ci_test/play-bow.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,presage.io,/home/travis/build/PyFunceble/ci_test/presage.io,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,presage.io,/home/travis/build/PyFunceble/ci_test/presage.io,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,presage.io,/home/travis/build/PyFunceble/ci_test/presage.io,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,presage.io,/home/travis/build/PyFunceble/ci_test/presage.io,2020-12-22T23:46:26.979058
status,AVAILABILITY,presage.io,/home/travis/build/PyFunceble/ci_test/presage.io,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,privy.com,/home/travis/build/PyFunceble/ci_test/privy.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,privy.com,/home/travis/build/PyFunceble/ci_test/privy.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,privy.com,/home/travis/build/PyFunceble/ci_test/privy.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,privy.com,/home/travis/build/PyFunceble/ci_test/privy.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,privy.com,/home/travis/build/PyFunceble/ci_test/privy.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,publicsuffix.org,/home/travis/build/PyFunceble/ci_test/publicsuffix.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,publicsuffix.org,/home/travis/build/PyFunceble/ci_test/publicsuffix.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,publicsuffix.org,/home/travis/build/PyFunceble/ci_test/publicsuffix.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,publicsuffix.org,/home/travis/build/PyFunceble/ci_test/publicsuffix.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,publicsuffix.org,/home/travis/build/PyFunceble/ci_test/publicsuffix.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,pyfunceble.github.io,/home/travis/build/PyFunceble/ci_test/pyfunceble.github.io,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,pyfunceble.github.io,/home/travis/build/PyFunceble/ci_test/pyfunceble.github.io,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,pyfunceble.github.io,/home/travis/build/PyFunceble/ci_test/pyfunceble.github.io,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,pyfunceble.github.io,/home/travis/build/PyFunceble/ci_test/pyfunceble.github.io,2020-12-22T23:46:26.979058
status,AVAILABILITY,pyfunceble.github.io,/home/travis/build/PyFunceble/ci_test/pyfunceble.github.io,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,recaptcha.net,/home/travis/build/PyFunceble/ci_test/recaptcha.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,recaptcha.net,/home/travis/build/PyFunceble/ci_test/recaptcha.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,recaptcha.net,/home/travis/build/PyFunceble/ci_test/recaptcha.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,recaptcha.net,/home/travis/build/PyFunceble/ci_test/recaptcha.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,recaptcha.net,/home/travis/build/PyFunceble/ci_test/recaptcha.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,rettighedsalliancen.dk,/home/travis/build/PyFunceble/ci_test/rettighedsalliancen.dk,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,rettighedsalliancen.dk,/home/travis/build/PyFunceble/ci_test/rettighedsalliancen.dk,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,rettighedsalliancen.dk,/home/travis/build/PyFunceble/ci_test/rettighedsalliancen.dk,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,rettighedsalliancen.dk,/home/travis/build/PyFunceble/ci_test/rettighedsalliancen.dk,2020-12-22T23:46:26.979058
status,AVAILABILITY,rettighedsalliancen.dk,/home/travis/build/PyFunceble/ci_test/rettighedsalliancen.dk,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,saurabh-kumar.com,/home/travis/build/PyFunceble/ci_test/saurabh-kumar.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,saurabh-kumar.com,/home/travis/build/PyFunceble/ci_test/saurabh-kumar.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,saurabh-kumar.com,/home/travis/build/PyFunceble/ci_test/saurabh-kumar.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,saurabh-kumar.com,/home/travis/build/PyFunceble/ci_test/saurabh-kumar.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,saurabh-kumar.com,/home/travis/build/PyFunceble/ci_test/saurabh-kumar.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,scripttiger.github.io,/home/travis/build/PyFunceble/ci_test/scripttiger.github.io,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,scripttiger.github.io,/home/travis/build/PyFunceble/ci_test/scripttiger.github.io,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,scripttiger.github.io,/home/travis/build/PyFunceble/ci_test/scripttiger.github.io,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,scripttiger.github.io,/home/travis/build/PyFunceble/ci_test/scripttiger.github.io,2020-12-22T23:46:26.979058
status,AVAILABILITY,scripttiger.github.io,/home/travis/build/PyFunceble/ci_test/scripttiger.github.io,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,sedoparking.com,/home/travis/build/PyFunceble/ci_test/sedoparking.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,sedoparking.com,/home/travis/build/PyFunceble/ci_test/sedoparking.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,sedoparking.com,/home/travis/build/PyFunceble/ci_test/sedoparking.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,sedoparking.com,/home/travis/build/PyFunceble/ci_test/sedoparking.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,sedoparking.com,/home/travis/build/PyFunceble/ci_test/sedoparking.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,sift.com,/home/travis/build/PyFunceble/ci_test/sift.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,sift.com,/home/travis/build/PyFunceble/ci_test/sift.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,sift.com,/home/travis/build/PyFunceble/ci_test/sift.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,sift.com,/home/travis/build/PyFunceble/ci_test/sift.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,sift.com,/home/travis/build/PyFunceble/ci_test/sift.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,siftscience.com,/home/travis/build/PyFunceble/ci_test/siftscience.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,siftscience.com,/home/travis/build/PyFunceble/ci_test/siftscience.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,siftscience.com,/home/travis/build/PyFunceble/ci_test/siftscience.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,siftscience.com,/home/travis/build/PyFunceble/ci_test/siftscience.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,siftscience.com,/home/travis/build/PyFunceble/ci_test/siftscience.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,speedmann.de,/home/travis/build/PyFunceble/ci_test/speedmann.de,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,speedmann.de,/home/travis/build/PyFunceble/ci_test/speedmann.de,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,speedmann.de,/home/travis/build/PyFunceble/ci_test/speedmann.de,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,speedmann.de,/home/travis/build/PyFunceble/ci_test/speedmann.de,2020-12-22T23:46:26.979058
status,AVAILABILITY,speedmann.de,/home/travis/build/PyFunceble/ci_test/speedmann.de,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,sproutsluckycorner.wordpress.com,/home/travis/build/PyFunceble/ci_test/sproutsluckycorner.wordpress.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,sproutsluckycorner.wordpress.com,/home/travis/build/PyFunceble/ci_test/sproutsluckycorner.wordpress.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,sproutsluckycorner.wordpress.com,/home/travis/build/PyFunceble/ci_test/sproutsluckycorner.wordpress.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,sproutsluckycorner.wordpress.com,/home/travis/build/PyFunceble/ci_test/sproutsluckycorner.wordpress.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,sproutsluckycorner.wordpress.com,/home/travis/build/PyFunceble/ci_test/sproutsluckycorner.wordpress.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,tartley.com,/home/travis/build/PyFunceble/ci_test/tartley.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,tartley.com,/home/travis/build/PyFunceble/ci_test/tartley.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,tartley.com,/home/travis/build/PyFunceble/ci_test/tartley.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,tartley.com,/home/travis/build/PyFunceble/ci_test/tartley.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,tartley.com,/home/travis/build/PyFunceble/ci_test/tartley.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,tawk.to,/home/travis/build/PyFunceble/ci_test/tawk.to,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,tawk.to,/home/travis/build/PyFunceble/ci_test/tawk.to,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,tawk.to,/home/travis/build/PyFunceble/ci_test/tawk.to,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,tawk.to,/home/travis/build/PyFunceble/ci_test/tawk.to,2020-12-22T23:46:26.979058
status,AVAILABILITY,tawk.to,/home/travis/build/PyFunceble/ci_test/tawk.to,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,terminalizer.com,/home/travis/build/PyFunceble/ci_test/terminalizer.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,terminalizer.com,/home/travis/build/PyFunceble/ci_test/terminalizer.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,terminalizer.com,/home/travis/build/PyFunceble/ci_test/terminalizer.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,terminalizer.com,/home/travis/build/PyFunceble/ci_test/terminalizer.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,terminalizer.com,/home/travis/build/PyFunceble/ci_test/terminalizer.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,terraclicks.com,/home/travis/build/PyFunceble/ci_test/terraclicks.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,terraclicks.com,/home/travis/build/PyFunceble/ci_test/terraclicks.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,terraclicks.com,/home/travis/build/PyFunceble/ci_test/terraclicks.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,terraclicks.com,/home/travis/build/PyFunceble/ci_test/terraclicks.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,terraclicks.com,/home/travis/build/PyFunceble/ci_test/terraclicks.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,ubuntu101.co.za,/home/travis/build/PyFunceble/ci_test/ubuntu101.co.za,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,ubuntu101.co.za,/home/travis/build/PyFunceble/ci_test/ubuntu101.co.za,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,ubuntu101.co.za,/home/travis/build/PyFunceble/ci_test/ubuntu101.co.za,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,ubuntu101.co.za,/home/travis/build/PyFunceble/ci_test/ubuntu101.co.za,2020-12-22T23:46:26.979058
status,AVAILABILITY,ubuntu101.co.za,/home/travis/build/PyFunceble/ci_test/ubuntu101.co.za,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,usaa.com,/home/travis/build/PyFunceble/ci_test/usaa.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,usaa.com,/home/travis/build/PyFunceble/ci_test/usaa.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,usaa.com,/home/travis/build/PyFunceble/ci_test/usaa.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,usaa.com,/home/travis/build/PyFunceble/ci_test/usaa.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,usaa.com,/home/travis/build/PyFunceble/ci_test/usaa.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,use-application-dns.net,/home/travis/build/PyFunceble/ci_test/use-application-dns.net,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:22,AVAILABILITY,use-application-dns.net,/home/travis/build/PyFunceble/ci_test/use-application-dns.net,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,use-application-dns.net,/home/travis/build/PyFunceble/ci_test/use-application-dns.net,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:24,AVAILABILITY,use-application-dns.net,/home/travis/build/PyFunceble/ci_test/use-application-dns.net,2020-12-22T23:46:26.979058
status,AVAILABILITY,use-application-dns.net,/home/travis/build/PyFunceble/ci_test/use-application-dns.net,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.dnspython.org,/home/travis/build/PyFunceble/ci_test/www.dnspython.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.dnspython.org,/home/travis/build/PyFunceble/ci_test/www.dnspython.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.dnspython.org,/home/travis/build/PyFunceble/ci_test/www.dnspython.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.dnspython.org,/home/travis/build/PyFunceble/ci_test/www.dnspython.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.dnspython.org,/home/travis/build/PyFunceble/ci_test/www.dnspython.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.funilrys.com,/home/travis/build/PyFunceble/ci_test/www.funilrys.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.funilrys.com,/home/travis/build/PyFunceble/ci_test/www.funilrys.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.funilrys.com,/home/travis/build/PyFunceble/ci_test/www.funilrys.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.funilrys.com,/home/travis/build/PyFunceble/ci_test/www.funilrys.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.funilrys.com,/home/travis/build/PyFunceble/ci_test/www.funilrys.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.icann.org,/home/travis/build/PyFunceble/ci_test/www.icann.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.icann.org,/home/travis/build/PyFunceble/ci_test/www.icann.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.icann.org,/home/travis/build/PyFunceble/ci_test/www.icann.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.icann.org,/home/travis/build/PyFunceble/ci_test/www.icann.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.icann.org,/home/travis/build/PyFunceble/ci_test/www.icann.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.kennethreitz.org,/home/travis/build/PyFunceble/ci_test/www.kennethreitz.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.kennethreitz.org,/home/travis/build/PyFunceble/ci_test/www.kennethreitz.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.kennethreitz.org,/home/travis/build/PyFunceble/ci_test/www.kennethreitz.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.kennethreitz.org,/home/travis/build/PyFunceble/ci_test/www.kennethreitz.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.kennethreitz.org,/home/travis/build/PyFunceble/ci_test/www.kennethreitz.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.mypdns.org,/home/travis/build/PyFunceble/ci_test/www.mypdns.org,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.mypdns.org,/home/travis/build/PyFunceble/ci_test/www.mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.mypdns.org,/home/travis/build/PyFunceble/ci_test/www.mypdns.org,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.mypdns.org,/home/travis/build/PyFunceble/ci_test/www.mypdns.org,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.mypdns.org,/home/travis/build/PyFunceble/ci_test/www.mypdns.org,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,www.yworks.com,/home/travis/build/PyFunceble/ci_test/www.yworks.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,www.yworks.com,/home/travis/build/PyFunceble/ci_test/www.yworks.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,www.yworks.com,/home/travis/build/PyFunceble/ci_test/www.yworks.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:22,AVAILABILITY,www.yworks.com,/home/travis/build/PyFunceble/ci_test/www.yworks.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,www.yworks.com,/home/travis/build/PyFunceble/ci_test/www.yworks.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,xn--discrd-zxa.com,/home/travis/build/PyFunceble/ci_test/xn--discrd-zxa.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,xn--discrd-zxa.com,/home/travis/build/PyFunceble/ci_test/xn--discrd-zxa.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,xn--discrd-zxa.com,/home/travis/build/PyFunceble/ci_test/xn--discrd-zxa.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,xn--discrd-zxa.com,/home/travis/build/PyFunceble/ci_test/xn--discrd-zxa.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,xn--discrd-zxa.com,/home/travis/build/PyFunceble/ci_test/xn--discrd-zxa.com,2020-12-22T23:46:26.979058
included_at_epoch,AVAILABILITY,xn--disordapp-s3a.com,/home/travis/build/PyFunceble/ci_test/xn--disordapp-s3a.com,2020-12-22T23:46:26.979058
included_at_iso: 2020-12-19T21:21,AVAILABILITY,xn--disordapp-s3a.com,/home/travis/build/PyFunceble/ci_test/xn--disordapp-s3a.com,2020-12-22T23:46:26.979058
last_retested_at_epoch,AVAILABILITY,xn--disordapp-s3a.com,/home/travis/build/PyFunceble/ci_test/xn--disordapp-s3a.com,2020-12-22T23:46:26.979058
last_retested_at_iso: 2020-12-22T21:23,AVAILABILITY,xn--disordapp-s3a.com,/home/travis/build/PyFunceble/ci_test/xn--disordapp-s3a.com,2020-12-22T23:46:26.979058
status,AVAILABILITY,xn--disordapp-s3a.com,/home/travis/build/PyFunceble/ci_test/xn--disordapp-s3a.com,2020-12-22T23:46:26.979058
